,path,x,y,w,h
352,HAM10000_images_part_1/ISIC_0026778.jpg,206,183,166,187
353,HAM10000_images_part_1/ISIC_0027466.jpg,62,29,417,398
354,HAM10000_images_part_1/ISIC_0028755.jpg,214,138,180,185
355,HAM10000_images_part_1/ISIC_0027300.jpg,-34,46,585,399
356,HAM10000_images_part_1/ISIC_0028033.jpg,115,74,354,327
357,HAM10000_images_part_1/ISIC_0025517.jpg,220,147,241,231
358,HAM10000_images_part_1/ISIC_0024609.jpg,84,111,214,209
359,HAM10000_images_part_1/ISIC_0024386.jpg,116,24,133,125
360,HAM10000_images_part_1/ISIC_0025098.jpg,40,239,124,126
361,HAM10000_images_part_1/ISIC_0027857.jpg,43,-10,315,348
362,HAM10000_images_part_1/ISIC_0026591.jpg,134,68,280,275
363,HAM10000_images_part_1/ISIC_0025926.jpg,178,129,215,226
364,HAM10000_images_part_1/ISIC_0025932.jpg,139,146,231,210
365,HAM10000_images_part_1/ISIC_0027843.jpg,179,141,255,275
366,HAM10000_images_part_1/ISIC_0026585.jpg,89,-16,390,502
367,HAM10000_images_part_1/ISIC_0024392.jpg,96,78,373,408
368,HAM10000_images_part_1/ISIC_0028580.jpg,154,103,292,246
369,HAM10000_images_part_1/ISIC_0028594.jpg,-50,-50,167,165
370,HAM10000_images_part_1/ISIC_0027894.jpg,22,-24,509,518
371,HAM10000_images_part_1/ISIC_0026552.jpg,158,86,337,287
372,HAM10000_images_part_1/ISIC_0024345.jpg,356,192,186,141
373,HAM10000_images_part_1/ISIC_0024423.jpg,130,100,309,355
374,HAM10000_images_part_1/ISIC_0026234.jpg,110,256,211,180
375,HAM10000_images_part_1/ISIC_0029107.jpg,-30,-10,445,414
376,HAM10000_images_part_1/ISIC_0028219.jpg,237,121,159,165
377,HAM10000_images_part_1/ISIC_0026220.jpg,94,30,328,316
378,HAM10000_images_part_1/ISIC_0029113.jpg,106,53,366,293
379,HAM10000_images_part_1/ISIC_0024437.jpg,192,116,198,202
380,HAM10000_images_part_1/ISIC_0025729.jpg,55,61,437,277
381,HAM10000_images_part_1/ISIC_0024351.jpg,123,19,427,395
382,HAM10000_images_part_1/ISIC_0027658.jpg,122,-7,455,474
383,HAM10000_images_part_1/ISIC_0027880.jpg,147,95,288,328
384,HAM10000_images_part_1/ISIC_0026546.jpg,261,88,259,280
385,HAM10000_images_part_1/ISIC_0025067.jpg,106,-37,435,376
386,HAM10000_images_part_1/ISIC_0024379.jpg,999949,999949,100,100
387,HAM10000_images_part_1/ISIC_0028543.jpg,-5,12,617,438
388,HAM10000_images_part_1/ISIC_0027670.jpg,98,19,404,473
389,HAM10000_images_part_1/ISIC_0026208.jpg,132,27,316,385
390,HAM10000_images_part_1/ISIC_0028225.jpg,97,89,390,306
391,HAM10000_images_part_1/ISIC_0027116.jpg,98,1,310,355
392,HAM10000_images_part_1/ISIC_0025701.jpg,181,118,247,169
393,HAM10000_images_part_1/ISIC_0025715.jpg,194,36,309,277
394,HAM10000_images_part_1/ISIC_0028231.jpg,133,124,322,240
395,HAM10000_images_part_1/ISIC_0027102.jpg,1,4,528,441
